canton,2012_1,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2012_10,2012_11,2012_12,2012_13,2012_14,2012_15,2012_16,2012_17,2012_18,2012_19,2012_20,2012_21,2012_22,2012_23,2012_24,2012_25,2012_26,2012_27,2012_28,2012_29,2012_30,2012_31,2012_32,2012_33,2012_34,2012_35,2012_36,2012_37,2012_38,2012_39,2012_40,2012_41,2012_42,2012_43,2012_44,2012_45,2012_46,2012_47,2012_48,2012_49,2012_50,2012_51,2012_52,2013_1,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2013_10,2013_11,2013_12,2013_13,2013_14,2013_15,2013_16,2013_17,2013_18,2013_19,2013_20,2013_21,2013_22,2013_23,2013_24,2013_25,26_2013,27_2013,28_2013,29_2013,30_2013,31_2013,32_2013,33_2013,34_2013,35_2013,36_2013,37_2013,2013_38,2013_39,2013_40,2013_41,2013_42,2013_43,2013_44,2013_45,2013_46,2013_47,2013_48,2013_49,2013_50,2013_51,2013_52,2014_1,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2014_10,2014_11,2014_12,2014_13,2014_14,2014_15,2014_16,2014_17,2014_18,2014_19,2014_20,2014_21,2014_22,2014_23,2014_24,2014_25,2014_26,2014_27,2014_28,2014_29,2014_30,2014_31,2014_32,2014_33,2014_34,2014_35,2014_36,2014_37,2014_38,2014_39,2014_40,41_2014,42_2014,43_2014,2014_44,2014_45,2014_46,2014_47,2014_48,2014_49,50_2014,2014_51,2014_52,2015_1,2015_2,2015_3,2015_4,5_2015,2015_6,2015_7,2015_8,2015_9,2015_10,11_2015,12_2015,13_2015,14_2015,15_2015,16_2015,2015_17,2015_18,2015_19,2015_20,2015_21,2015_22,2015_23,2015_24,2015_25,2015_26,2015_27,2015_28,2015_29,2015_30,2015_31,2015_32,2015_33,2015_34,2015_35,2015_36,2015_37,2015_38,39_2015,40_2015,41_2015,42_2015,2015_43,2015_44,2015_45,2015_46,2015_47,2015_48,2015_49,2015_50,2015_51,2015_52,2016_1,2016_2,2016_3,2016_4,2016_5,2016_6,2016_7,2016_8,2016_9,2016_10,2016_11,2016_12,2016_13,2016_14,2016_15,2016_16,2016_17,2016_18,2016_19,2016_20,2016_21,2016_22,2016_23,2016_24,2016_25,2016_26,2016_27,2016_28,2016_29,2016_30,2016_31,2016_32,33_2016,34_2016,35_2016,2016_36,37_2016,38_2016,39_2016,40_2016,41_2016,42_2016,43_2016,44_2016,45_2016,46_2016,47_2016,48_2016,49_2016,50_2016,51_2016,52_2016
JU,No Data,No Data,Anger,No Data,No Data,No Data,Sadness,No Data,No Data,Anticipation,Anticipation,Anger,Anticipation,Anticipation,Anticipation,Sadness,Anticipation,Sadness,Sadness,Sadness,Anticipation,Anticipation,Sadness,Joy,Sadness,Joy,Sadness,Joy,Joy,Sadness,Sadness,Sadness,Anticipation,Sadness,Sadness,No Data,No Data,Sadness,Sadness,Trust,Sadness,No Data,Joy,Joy,Joy,Sadness,Sadness,Sadness,Sadness,Anticipation,Sadness,Joy,Sadness,Sadness,Joy,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Joy,Sadness,Anticipation,Sadness,Sadness,Sadness,Trust,Trust,Trust,Sadness,Anticipation,Sadness,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Trust,Trust,Anticipation,Anticipation,Sadness,Trust,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Sadness,Trust,Trust,Sadness,Trust,Anticipation,Trust,Trust,Joy,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,No Data,No Data,No Data,Anticipation,Trust,Trust,Anticipation,Anticipation,Trust,No Data,Trust,Joy,Joy,Trust,Trust,Trust,No Data,Sadness,Anticipation,Trust,Anticipation,Trust,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Joy,Trust,Trust,Anticipation,Anger,Anticipation,Trust,Fear,Anticipation,Anticipation,Anticipation,Sadness,Joy,Joy,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,Trust,Anger,Trust,Sadness,Sadness,Anticipation,Joy,Joy,Anticipation,Anticipation,Sadness,Anger,Anticipation,Trust,Trust,Trust,Anticipation,Joy,Trust,Sadness,Trust,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Anticipation,Joy,Anticipation,Anticipation,Fear,Trust,Trust,Trust,Trust,Trust,Anticipation,Joy,Anticipation,Joy,Anticipation,No Data,No Data,No Data,Sadness,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
LU,Joy,Surprise,Anger,Joy,Anticipation,Trust,Anger,Anger,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anger,Trust,Anticipation,Joy,Trust,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,No Data,Anger,Trust,Trust,Anticipation,Anticipation,No Data,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Trust,Fear,Anticipation,Trust,Joy,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Joy,Joy,Anticipation,Trust,Trust,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Trust,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Anticipation,No Data,No Data,No Data,Trust,Anticipation,Fear,Anticipation,Joy,Anticipation,No Data,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,No Data,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Trust,Anticipation,Joy,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Trust,Trust,Joy,Trust,Anticipation,Trust,Fear,Anticipation,Joy,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,No Data,No Data,No Data,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
NE,Anticipation,Anger,Anticipation,Trust,Joy,Trust,Joy,Joy,Anger,Trust,Anger,Fear,Anticipation,Anticipation,Trust,Sadness,Trust,Sadness,Anticipation,Sadness,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Sadness,Sadness,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,No Data,Anticipation,Anticipation,Trust,Trust,Trust,No Data,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Joy,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Sadness,Trust,Trust,Trust,Trust,No Data,No Data,No Data,Trust,Trust,Trust,Trust,Anticipation,Trust,No Data,Trust,Trust,Joy,Trust,Trust,Trust,No Data,Trust,Trust,Trust,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,No Data,No Data,No Data,No Data,Trust,Fear,Sadness,Trust,Anticipation,Anger,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Sadness,Trust,Trust,Trust,Trust,No Data,No Data,No Data,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
NW,No Data,No Data,Anger,Anticipation,Anger,Anger,No Data,No Data,Anger,No Data,No Data,Anger,No Data,No Data,Anger,Joy,No Data,Joy,Joy,Anticipation,Anticipation,Trust,Joy,Anger,Anticipation,Anticipation,Joy,Joy,Anticipation,Anger,Anticipation,Anticipation,Joy,Anticipation,Anticipation,No Data,No Data,Anticipation,Joy,Anticipation,Anticipation,No Data,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anger,Anticipation,Sadness,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Fear,Anticipation,Trust,Trust,Trust,Anticipation,Anger,Anticipation,Joy,Joy,Sadness,Anticipation,Trust,Fear,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Disgust,Trust,Joy,Anticipation,Anticipation,Trust,Joy,Joy,Trust,Trust,Trust,Anger,Trust,Trust,Trust,Anticipation,Fear,Fear,Fear,Anticipation,Anticipation,Sadness,Anticipation,Anticipation,Trust,Trust,Sadness,Trust,Trust,Sadness,Fear,Anticipation,Joy,Anticipation,Trust,Trust,Joy,Joy,Joy,Trust,Anticipation,Sadness,Anticipation,Anticipation,Joy,Joy,Joy,Joy,No Data,No Data,No Data,Joy,Anticipation,Anticipation,Anticipation,Fear,Anticipation,No Data,Anticipation,Anticipation,Fear,Fear,Anticipation,Anticipation,No Data,Disgust,Anticipation,Anger,Sadness,Trust,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Joy,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Sadness,Fear,Anticipation,Anticipation,Fear,Trust,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,Joy,Anticipation,Joy,Anger,Joy,Anger,Anticipation,Joy,Joy,Anticipation,Trust,Trust,Fear,Trust,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Sadness,Anticipation,Trust,Trust,Anticipation,Trust,Joy,Sadness,Anticipation,Anticipation,Joy,Anticipation,Joy,Trust,Fear,Anticipation,Anticipation,Fear,Joy,Fear,Anticipation,No Data,No Data,No Data,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
OW,Surprise,Anticipation,No Data,No Data,Joy,Anticipation,No Data,Joy,Sadness,Anger,No Data,No Data,No Data,Anger,Anger,Trust,Anger,Trust,Trust,Trust,Sadness,Fear,Trust,Joy,Anticipation,Anticipation,Joy,Joy,Anticipation,Trust,Fear,Joy,Trust,Anticipation,Trust,No Data,No Data,Trust,Joy,Trust,Anticipation,No Data,Trust,Joy,Sadness,Trust,Trust,Joy,Trust,Trust,Joy,Joy,Anticipation,Fear,Joy,Joy,Anticipation,Joy,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Trust,Sadness,Trust,Anticipation,Trust,Joy,Sadness,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Joy,Joy,Joy,Trust,Joy,Trust,Joy,Joy,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Sadness,Anticipation,Trust,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Joy,Trust,Trust,Trust,Trust,No Data,No Data,No Data,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,No Data,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,No Data,Fear,Trust,Trust,Anticipation,Trust,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Joy,Anticipation,No Data,No Data,No Data,No Data,Trust,Trust,Trust,Trust,Trust,Joy,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Joy,Joy,Trust,Trust,Trust,Anticipation,Trust,Trust,Joy,Trust,Joy,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Anticipation,Joy,Anticipation,Anticipation,No Data,No Data,No Data,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SG,Anticipation,Anticipation,Disgust,Anticipation,Anticipation,Trust,Anger,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Joy,Joy,Anticipation,Anticipation,Anger,Anger,Joy,Joy,Anticipation,Joy,Trust,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Joy,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Trust,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Anticipation,Trust,Anticipation,No Data,No Data,No Data,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,No Data,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,No Data,Anticipation,Trust,Trust,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Trust,Anticipation,Trust,Trust,No Data,No Data,No Data,No Data,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Trust,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Joy,Trust,Joy,Trust,Joy,No Data,No Data,No Data,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SH,Anger,No Data,No Data,No Data,No Data,Joy,Anger,No Data,No Data,No Data,Anger,No Data,No Data,No Data,Anticipation,Trust,No Data,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anger,Anger,Anticipation,Fear,Anticipation,Joy,Anger,Joy,Anticipation,Trust,Anticipation,Joy,Anticipation,No Data,No Data,Anticipation,Joy,Anticipation,Anticipation,No Data,Anticipation,Joy,Anticipation,Sadness,Anticipation,Anticipation,Anticipation,Trust,Anger,Trust,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Sadness,Anticipation,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Joy,Joy,Joy,Joy,Anticipation,Sadness,Disgust,Trust,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Sadness,Anticipation,Anticipation,Anticipation,Trust,Joy,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Trust,Fear,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Fear,Trust,Trust,Trust,Joy,Joy,Trust,Anticipation,Joy,Sadness,Anticipation,Trust,Anticipation,Joy,Joy,Anticipation,Trust,Joy,No Data,No Data,No Data,Anticipation,Trust,Trust,Disgust,Sadness,Anger,No Data,Anticipation,Joy,Trust,Fear,Anticipation,Joy,No Data,Anticipation,Joy,Anticipation,Anticipation,Anger,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Fear,Trust,Trust,Trust,Sadness,Trust,Trust,Trust,Joy,No Data,No Data,No Data,No Data,Trust,Anticipation,Trust,Anticipation,Sadness,Anticipation,Trust,Sadness,Trust,Trust,Trust,Sadness,Trust,Sadness,Disgust,Trust,Sadness,Anger,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Anticipation,Anger,Anticipation,Anticipation,Fear,Anticipation,Anticipation,Trust,Trust,Anticipation,Sadness,Trust,Trust,Anticipation,No Data,No Data,No Data,Anger,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SO,Fear,Fear,Anticipation,Trust,Anger,No Data,Anger,Anticipation,Anger,Anger,Fear,Trust,Anger,Joy,Fear,Trust,Anger,Anticipation,Anticipation,Joy,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,No Data,No Data,Anticipation,Trust,Trust,Trust,No Data,Anticipation,Trust,Trust,Joy,Anticipation,Trust,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Trust,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Fear,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Trust,Anticipation,Joy,Trust,Trust,Joy,Trust,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,No Data,Trust,Anticipation,Joy,Anger,Anticipation,Anticipation,No Data,Anticipation,Anticipation,Trust,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,No Data,No Data,No Data,No Data,Trust,Trust,Anticipation,Anticipation,Trust,Fear,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Anticipation,Trust,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Trust,Joy,Anticipation,No Data,No Data,No Data,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SZ,Trust,Anger,Anger,Disgust,No Data,Anger,Anticipation,Anger,Anger,Anticipation,Anger,Trust,Anger,Anticipation,Anticipation,Surprise,Anger,Anticipation,Sadness,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Joy,Anticipation,Trust,Anticipation,Joy,Anticipation,Joy,Anger,No Data,Joy,Trust,Joy,Anticipation,No Data,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,Joy,Anticipation,Joy,Trust,Joy,Joy,Anticipation,Trust,Anticipation,Joy,Trust,Joy,Anticipation,Trust,Trust,Joy,Joy,Trust,Anticipation,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Fear,Joy,Joy,Joy,Anticipation,Anger,Joy,Anticipation,Trust,Anticipation,Joy,Joy,Joy,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,Fear,Anticipation,Anticipation,Joy,Trust,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Trust,No Data,No Data,No Data,Trust,Joy,Trust,Joy,Trust,Joy,No Data,Trust,Anticipation,Anticipation,Disgust,Trust,Joy,No Data,Anger,Anticipation,Anticipation,Sadness,Trust,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Trust,Anticipation,Joy,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Joy,Anticipation,Joy,No Data,No Data,No Data,No Data,Anticipation,Trust,Anticipation,Anticipation,Anger,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Anticipation,Trust,Anticipation,Joy,Joy,Joy,Anticipation,Anticipation,Anticipation,Trust,Sadness,Anticipation,Joy,Anticipation,Sadness,Anticipation,Anticipation,Anticipation,Joy,Joy,Sadness,Joy,No Data,No Data,No Data,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
TG,Anger,Trust,Anger,Joy,Anger,Anger,Anger,Anger,Anger,Fear,Anger,Disgust,Anger,Anticipation,Anger,Joy,Fear,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anger,Anticipation,No Data,No Data,Anticipation,Trust,Anticipation,Joy,No Data,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Joy,Trust,Anticipation,Trust,Joy,Joy,Joy,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Joy,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Trust,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Joy,Joy,Joy,Anger,Anticipation,Joy,Anticipation,Joy,Joy,Trust,Anticipation,Trust,Trust,Joy,Trust,Joy,Joy,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Trust,Trust,Trust,Anticipation,Joy,Joy,Joy,No Data,No Data,No Data,Joy,Trust,Trust,Trust,Joy,Joy,No Data,Joy,Anticipation,Joy,Anticipation,Joy,Joy,No Data,Trust,Sadness,Trust,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Joy,Anticipation,Joy,Trust,Anticipation,Trust,Trust,Trust,Fear,Anticipation,Anticipation,Anticipation,Anticipation,Fear,Anticipation,Joy,Anticipation,Anticipation,Trust,Trust,Anger,No Data,No Data,No Data,No Data,Trust,Trust,Trust,Joy,Anticipation,Trust,Joy,Trust,Fear,Trust,Anticipation,Trust,Trust,Joy,Trust,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Joy,Joy,No Data,No Data,No Data,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
